BEATS_delta_sharpe,BEATS_p005,BEATS_p010,coin,delta_sharpe_ann,fee_bps,horizon,n_periods,p_value_one_sided,sharpe_active_ann,sharpe_baseline_ann,t_stat,threshold,turnover_ratio_vs_raw,turnover_total
False,False,False,SOL-USD,-0.6382,100.0,5,575,0.8664292284213775,-0.937,-0.2988,-1.109669331344982,0.05,0.9931,40.3808
False,False,False,SOL-USD,-0.2046,10.0,5,575,0.6428667023283895,-0.5034,-0.2988,-0.36613197985660484,0.1,0.9777,39.7541
False,False,False,SOL-USD,-0.3908,50.0,5,575,0.7555395622039716,-0.6896,-0.2988,-0.692026200132346,0.1,0.9777,39.7541
False,False,False,SOL-USD,-0.6226,100.0,5,575,0.8608472166537713,-0.9213,-0.2988,-1.0841336007930378,0.1,0.9777,39.7541
False,False,False,SOL-USD,-0.195,10.0,5,575,0.6366332141184683,-0.4937,-0.2988,-0.34947388682894265,0.2,0.9414,38.2789
False,False,False,SOL-USD,-0.3743,50.0,5,575,0.7468335653031355,-0.6731,-0.2988,-0.6645585795803362,0.2,0.9414,38.2789
False,False,False,SOL-USD,-0.5976,100.0,5,575,0.8519020321736801,-0.8964,-0.2988,-1.0446258322742623,0.2,0.9414,38.2789
True,False,False,SOL-USD,0.0297,10.0,10,550,0.478528887769856,-0.4052,-0.4349,0.053846105952597936,0.0,1.0,33.5443
False,False,False,SOL-USD,-0.1295,50.0,10,550,0.5919624089405802,-0.5644,-0.4349,-0.23259593761714628,0.0,1.0,33.5443
False,False,False,SOL-USD,-0.3291,100.0,10,550,0.7198851011484366,-0.764,-0.4349,-0.5825002135729217,0.0,1.0,33.5443
True,False,False,SOL-USD,0.0289,10.0,10,550,0.47911939321606256,-0.406,-0.4349,0.05236383954458061,0.025,0.9993,33.5224
False,False,False,SOL-USD,-0.1302,50.0,10,550,0.5924492238846001,-0.5651,-0.4349,-0.23384984406156212,0.025,0.9993,33.5224
False,False,False,SOL-USD,-0.3297,100.0,10,550,0.720207629623291,-0.7646,-0.4349,-0.5834584192283747,0.025,0.9993,33.5224
True,False,False,SOL-USD,0.0346,10.0,10,550,0.47495411980418534,-0.4002,-0.4349,0.06282200928536398,0.05,0.9945,33.3592
False,False,False,SOL-USD,-0.1236,50.0,10,550,0.58783128221204,-0.5584,-0.4349,-0.22196974531280736,0.05,0.9945,33.3592
False,False,False,SOL-USD,-0.3219,100.0,10,550,0.7156396922368025,-0.7568,-0.4349,-0.5699367242952593,0.05,0.9945,33.3592
True,False,False,SOL-USD,0.0207,10.0,10,550,0.484970191970466,-0.4141,-0.4349,0.03768305827448012,0.1,0.9872,33.1154
False,False,False,SOL-USD,-0.1397,50.0,10,550,0.5992766661493584,-0.5746,-0.4349,-0.25147528547582193,0.1,0.9872,33.1154
False,False,False,SOL-USD,-0.341,100.0,10,550,0.7274254136026264,-0.7758,-0.4349,-0.6050448860766976,0.1,0.9872,33.1154
True,False,False,SOL-USD,0.0482,10.0,10,550,0.4651391827040636,-0.3867,-0.4349,0.08749461527338805,0.2,0.9328,31.2894
False,False,False,SOL-USD,-0.1036,50.0,10,550,0.5738802198078523,-0.5385,-0.4349,-0.18626167503634408,0.2,0.9328,31.2894
False,False,False,SOL-USD,-0.294,100.0,10,550,0.6989830761262268,-0.7289,-0.4349,-0.5214779707312293,0.2,0.9328,31.2894
True,False,False,SOL-USD,0.0536,10.0,15,525,0.46422904474980375,-0.4048,-0.4583,0.08978497333414738,0.0,1.0,25.7631
False,False,False,SOL-USD,-0.0737,50.0,15,525,0.5486765676994972,-0.5321,-0.4583,-0.12231839460020402,0.0,1.0,25.7631
False,False,False,SOL-USD,-0.2323,100.0,15,525,0.6479850295712991,-0.6907,-0.4583,-0.3798861336470623,0.0,1.0,25.7631
True,False,False,SOL-USD,0.0547,10.0,15,525,0.46342689430813666,-0.4036,-0.4583,0.09180397146627024,0.025,0.9985,25.7234
False,False,False,SOL-USD,-0.0724,50.0,15,525,0.5477917715556735,-0.5307,-0.4583,-0.12008418926918484,0.025,0.9985,25.7234
False,False,False,SOL-USD,-0.2308,100.0,15,525,0.6470700566273798,-0.6891,-0.4583,-0.37742217946291107,0.025,0.9985,25.7234
True,False,False,SOL-USD,0.0524,10.0,15,525,0.46499971598874745,-0.406,-0.4583,0.08784555255864201,0.05,0.9965,25.6728
False,False,False,SOL-USD,-0.0745,50.0,15,525,0.5492054763489366,-0.5329,-0.4583,-0.12365423669544706,0.05,0.9965,25.6728
False,False,False,SOL-USD,-0.2327,100.0,15,525,0.6482163971160283,-0.691,-0.4583,-0.3805095541751921,0.05,0.9965,25.6728
True,False,False,SOL-USD,0.0475,10.0,15,525,0.4682974623019909,-0.4108,-0.4583,0.07955030015594447,0.1,0.9922,25.5627
False,False,False,SOL-USD,-0.0786,50.0,15,525,0.5517933897115848,-0.537,-0.4583,-0.13019364723187274,0.1,0.9922,25.5627
False,False,False,SOL-USD,-0.2358,100.0,15,525,0.6498553351774023,-0.6941,-0.4583,-0.3849299309575411,0.1,0.9922,25.5627
True,False,False,SOL-USD,0.0665,10.0,15,525,0.45567846047539773,-0.3919,-0.4583,0.1113271571660366,0.2,0.9041,23.2932
False,False,False,SOL-USD,-0.0525,50.0,15,525,0.5347210591012587,-0.5109,-0.4583,-0.08714295535350491,0.2,0.9041,23.2932
False,False,False,SOL-USD,-0.2007,100.0,15,525,0.62869077274765,-0.6591,-0.4583,-0.32838781547190754,0.2,0.9041,23.2932
True,False,False,SOL-USD,0.2382,10.0,20,500,0.35006175854250676,-0.2678,-0.506,0.3851537365884804,0.0,1.0,30.8392
True,False,False,SOL-USD,0.0695,50.0,20,500,0.4559989835439129,-0.4365,-0.506,0.1105187670472538,0.0,1.0,30.8392
False,False,False,SOL-USD,-0.1401,100.0,20,500,0.5862497040717957,-0.6461,-0.506,-0.21790825921281182,0.0,1.0,30.8392
True,False,False,SOL-USD,0.2382,10.0,20,500,0.35006175854250676,-0.2678,-0.506,0.3851537365884804,0.025,1.0,30.8392
True,False,False,SOL-USD,0.0695,50.0,20,500,0.4559989835439129,-0.4365,-0.506,0.1105187670472538,0.025,1.0,30.8392
False,False,False,SOL-USD,-0.1401,100.0,20,500,0.5862497040717957,-0.6461,-0.506,-0.21790825921281182,0.025,1.0,30.8392
True,False,False,SOL-USD,0.2346,10.0,20,500,0.35229613627808076,-0.2714,-0.506,0.3791287300947243,0.05,0.9895,30.5167
True,False,False,SOL-USD,0.0675,50.0,20,500,0.4572335914921448,-0.4385,-0.506,0.10740563663989616,0.05,0.9895,30.5167
False,False,False,SOL-USD,-0.1399,100.0,20,500,0.5861574000580707,-0.6459,-0.506,-0.2176713345151058,0.05,0.9895,30.5167
True,False,False,SOL-USD,0.2457,10.0,20,500,0.34560376754154043,-0.2603,-0.506,0.3972168806366492,0.1,0.9741,30.0402
True,False,False,SOL-USD,0.081,50.0,20,500,0.44869595566571085,-0.425,-0.506,0.12895669965545878,0.1,0.9741,30.0402
False,False,False,SOL-USD,-0.1235,100.0,20,500,0.5762277998963526,-0.6295,-0.506,-0.1922525300884282,0.1,0.9741,30.0402
True,False,False,SOL-USD,0.191,10.0,20,500,0.3668845927311385,-0.315,-0.506,0.3401159834896469,0.2,0.9193,28.3502
True,False,False,SOL-USD,0.0313,50.0,20,500,0.478186372482183,-0.4747,-0.506,0.05470593002318021,0.2,0.9193,28.3502
False,False,False,SOL-USD,-0.1668,100.0,20,500,0.611811317431957,-0.6728,-0.506,-0.2840430818940813,0.2,0.9193,28.3502
True,False,False,LTC-USD,0.1028,10.0,1,595,0.4031612041918068,0.1711,0.0683,0.24517309426051911,0.0,1.0,36.8995
False,False,False,LTC-USD,-0.0337,50.0,1,595,0.5315816473495959,0.0346,0.0683,-0.07924631632692243,0.0,1.0,36.8995
False,False,False,LTC-USD,-0.2044,100.0,1,595,0.6812443694768495,-0.1361,0.0683,-0.4711813145814417,0.0,1.0,36.8995
True,False,False,LTC-USD,0.1028,10.0,1,595,0.40318436205413954,0.1711,0.0683,0.24511327543183345,0.025,0.9988,36.8562
False,False,False,LTC-USD,-0.0335,50.0,1,595,0.5314572064369958,0.0348,0.0683,-0.07893341210413536,0.025,0.9988,36.8562
False,False,False,LTC-USD,-0.2041,100.0,1,595,0.6809740238580785,-0.1358,0.0683,-0.4704242357472651,0.025,0.9988,36.8562
True,False,False,LTC-USD,0.1056,10.0,1,595,0.4005864027007231,0.1739,0.0683,0.25182956324126826,0.05,0.994,36.679
False,False,False,LTC-USD,-0.03,50.0,1,595,0.5281784968860147,0.0383,0.0683,-0.07069185143287338,0.05,0.994,36.679
False,False,False,LTC-USD,-0.1997,100.0,1,595,0.6774015595680916,-0.1314,0.0683,-0.46044494423062626,0.05,0.994,36.679
True,False,False,LTC-USD,0.1085,10.0,1,595,0.3978384704407525,0.1768,0.0683,0.2589459540123039,0.1,0.9832,36.2802
False,False,False,LTC-USD,-0.0255,50.0,1,595,0.5239957529147676,0.0427,0.0683,-0.0601847465633911,0.1,0.9832,36.2802
False,False,False,LTC-USD,-0.1933,100.0,1,595,0.672203694977726,-0.125,0.0683,-0.44600641781159583,0.1,0.9832,36.2802
True,False,False,LTC-USD,0.1118,10.0,1,595,0.3947674633452374,0.1801,0.0683,0.26691458503170773,0.2,0.9236,34.0819
False,False,False,LTC-USD,-0.0142,50.0,1,595,0.5134087568446397,0.054,0.0683,-0.03361709979462577,0.2,0.9236,34.0819
False,False,False,LTC-USD,-0.172,100.0,1,595,0.6547293218886492,-0.1037,0.0683,-0.3981205104433017,0.2,0.9236,34.0819
False,False,False,LTC-USD,-0.1746,10.0,5,575,0.6579069593647782,-0.2365,-0.0619,-0.40675753125117026,0.0,1.0,35.3659
False,False,False,LTC-USD,-0.3088,50.0,5,575,0.7610534911708284,-0.3707,-0.0619,-0.7096954446120094,0.0,1.0,35.3659
False,False,False,LTC-USD,-0.4757,100.0,5,575,0.8576103405580736,-0.5376,-0.0619,-1.0696445841159277,0.0,1.0,35.3659
False,False,False,LTC-USD,-0.1734,10.0,5,575,0.6569309498640903,-0.2353,-0.0619,-0.40410147512945477,0.025,0.9976,35.2809
False,False,False,LTC-USD,-0.3073,50.0,5,575,0.7600545977080786,-0.3692,-0.0619,-0.7064782006760689,0.025,0.9976,35.2809
False,False,False,LTC-USD,-0.4737,100.0,5,575,0.8567487954049383,-0.5357,-0.0619,-1.065825770356181,0.025,0.9976,35.2809
False,False,False,LTC-USD,-0.1744,10.0,5,575,0.6578441939443862,-0.2363,-0.0619,-0.4065866388855118,0.05,0.996,35.2233
False,False,False,LTC-USD,-0.3081,50.0,5,575,0.7606977072113114,-0.37,-0.0619,-0.7085486921209885,0.05,0.996,35.2233
False,False,False,LTC-USD,-0.4742,100.0,5,575,0.857097403816654,-0.5361,-0.0619,-1.0673691082773882,0.05,0.996,35.2233
False,False,False,LTC-USD,-0.17,10.0,5,575,0.6573264061102397,-0.232,-0.0619,-0.40517730244765265,0.1,0.9772,34.5612
False,False,False,LTC-USD,-0.3012,50.0,5,575,0.7604106487640062,-0.3631,-0.0619,-0.7076241324629781,0.1,0.9772,34.5612
False,False,False,LTC-USD,-0.4642,100.0,5,575,0.8569399752567395,-0.5261,-0.0619,-1.0666718355361087,0.1,0.9772,34.5612
False,False,False,LTC-USD,-0.1878,10.0,5,575,0.668961679920005,-0.2498,-0.0619,-0.43704785870477314,0.2,0.9553,33.7863
False,False,False,LTC-USD,-0.3161,50.0,5,575,0.7658853690830851,-0.378,-0.0619,-0.7253631692747735,0.2,0.9553,33.7863
False,False,False,LTC-USD,-0.4755,100.0,5,575,0.8572420729713197,-0.5374,-0.0619,-1.0680103257307079,0.2,0.9553,33.7863
False,False,False,LTC-USD,-0.1842,10.0,10,550,0.6572686193603829,-0.3323,-0.148,-0.4050200660305351,0.0,1.0,33.0462
False,False,False,LTC-USD,-0.3135,50.0,10,550,0.7512642083236081,-0.4615,-0.148,-0.6784734008474679,0.0,1.0,33.0462
False,False,False,LTC-USD,-0.4745,100.0,10,550,0.8421080935592629,-0.6225,-0.148,-1.0031597019589225,0.0,1.0,33.0462
False,False,False,LTC-USD,-0.1847,10.0,10,550,0.6576142611521683,-0.3327,-0.148,-0.40596069874002233,0.025,0.9997,33.0347
False,False,False,LTC-USD,-0.3139,50.0,10,550,0.7515190342739086,-0.4619,-0.148,-0.6792776871585787,0.025,0.9997,33.0347
False,False,False,LTC-USD,-0.4749,100.0,10,550,0.8422630719698945,-0.6229,-0.148,-1.003802423440421,0.025,0.9997,33.0347
False,False,False,LTC-USD,-0.1814,10.0,10,550,0.6548733900695262,-0.3294,-0.148,-0.3985114500206662,0.05,0.9981,32.9821
False,False,False,LTC-USD,-0.3105,50.0,10,550,0.7491140885544656,-0.4586,-0.148,-0.6717045206149501,0.05,0.9981,32.9821
False,False,False,LTC-USD,-0.4715,100.0,10,550,0.8404058137108905,-0.6195,-0.148,-0.9961271442930314,0.05,0.9981,32.9821
False,False,False,LTC-USD,-0.1794,10.0,10,550,0.6564042065833033,-0.3274,-0.148,-0.40266921101369335,0.1,0.9796,32.3725
False,False,False,LTC-USD,-0.3062,50.0,10,550,0.750680264863268,-0.4543,-0.148,-0.6766320005279244,0.1,0.9796,32.3725
False,False,False,LTC-USD,-0.4644,100.0,10,550,0.8417379793971663,-0.6124,-0.148,-1.0016264503765187,0.1,0.9796,32.3725
False,False,False,LTC-USD,-0.1799,10.0,10,550,0.6568957946154456,-0.3279,-0.148,-0.4040058589406306,0.2,0.9796,32.3725
False,False,False,LTC-USD,-0.3068,50.0,10,550,0.7510894102590343,-0.4548,-0.148,-0.6779219537133696,0.2,0.9796,32.3725
False,False,False,LTC-USD,-0.4649,100.0,10,550,0.8419975590703817,-0.6129,-0.148,-1.0027015499426875,0.2,0.9796,32.3725
True,False,False,LTC-USD,0.4575,10.0,15,525,0.15706717711587337,0.3531,-0.1043,1.0065847743184684,0.0,1.0,22.6932
True,False,False,LTC-USD,0.3667,50.0,15,525,0.2105970502551422,0.2624,-0.1043,0.8043513307766961,0.0,1.0,22.6932
True,False,False,LTC-USD,0.2531,100.0,15,525,0.2907343342976366,0.1487,-0.1043,0.5512407213009025,0.0,1.0,22.6932
True,False,False,LTC-USD,0.4574,10.0,15,525,0.15708641205989426,0.3531,-0.1043,1.0065047577801602,0.025,0.9997,22.6871
True,False,False,LTC-USD,0.3667,50.0,15,525,0.21060398620459642,0.2623,-0.1043,0.8043273047580284,0.025,0.9997,22.6871
True,False,False,LTC-USD,0.2531,100.0,15,525,0.2907187108409023,0.1487,-0.1043,0.5512863099009737,0.025,0.9997,22.6871
True,False,False,LTC-USD,0.4569,10.0,15,525,0.1573929352112936,0.3526,-0.1043,1.0052305031731303,0.05,0.9928,22.5292
True,False,False,LTC-USD,0.3668,50.0,15,525,0.2106004514368518,0.2624,-0.1043,0.8043395490792966,0.05,0.9928,22.5292
True,False,False,LTC-USD,0.254,100.0,15,525,0.29013752639907076,0.1496,-0.1043,0.5529829974297993,0.05,0.9928,22.5292
True,False,False,LTC-USD,0.4547,10.0,15,525,0.15762058298992843,0.3504,-0.1043,1.0042851984761698,0.1,0.9662,21.9267
True,False,False,LTC-USD,0.3668,50.0,15,525,0.2095713948425404,0.2625,-0.1043,0.8079093130286328,0.1,0.9662,21.9267
True,False,False,LTC-USD,0.2567,100.0,15,525,0.28708090426727684,0.1524,-0.1043,0.5619327950009382,0.1,0.9662,21.9267
True,False,False,LTC-USD,0.4446,10.0,15,525,0.16282004310363618,0.3403,-0.1043,0.9829336679562659,0.2,0.938,21.2858
True,False,False,LTC-USD,0.3594,50.0,15,525,0.21429535878237616,0.255,-0.1043,0.7916055366779281,0.2,0.938,21.2858
True,False,False,LTC-USD,0.2526,100.0,15,525,0.2903154464041646,0.1483,-0.1043,0.5524634157363041,0.2,0.938,21.2858
True,False,True,LTC-USD,0.6708,10.0,20,500,0.07134308828514524,0.5006,-0.1702,1.4658609342245634,0.0,1.0,13.3794
True,False,True,LTC-USD,0.6151,50.0,20,500,0.09013531086297777,0.4449,-0.1702,1.339922255630784,0.0,1.0,13.3794
True,False,False,LTC-USD,0.5453,100.0,20,500,0.11881955459222748,0.3751,-0.1702,1.180908412154764,0.0,1.0,13.3794
True,False,True,LTC-USD,0.6708,10.0,20,500,0.07134308828514524,0.5006,-0.1702,1.4658609342245634,0.025,1.0,13.3794
True,False,True,LTC-USD,0.6151,50.0,20,500,0.09013531086297777,0.4449,-0.1702,1.339922255630784,0.025,1.0,13.3794
True,False,False,LTC-USD,0.5453,100.0,20,500,0.11881955459222748,0.3751,-0.1702,1.180908412154764,0.025,1.0,13.3794
True,False,True,LTC-USD,0.6708,10.0,20,500,0.07134308828514524,0.5006,-0.1702,1.4658609342245634,0.05,1.0,13.3794
True,False,True,LTC-USD,0.6151,50.0,20,500,0.09013531086297777,0.4449,-0.1702,1.339922255630784,0.05,1.0,13.3794
True,False,False,LTC-USD,0.5453,100.0,20,500,0.11881955459222748,0.3751,-0.1702,1.180908412154764,0.05,1.0,13.3794
True,False,True,LTC-USD,0.6835,10.0,20,500,0.0681181514843816,0.5133,-0.1702,1.4899541082875594,0.1,0.986,13.1915
True,False,True,LTC-USD,0.6286,50.0,20,500,0.08594397567976297,0.4584,-0.1702,1.3661625428840456,0.1,0.986,13.1915
True,False,False,LTC-USD,0.5598,100.0,20,500,0.11318782875885125,0.3896,-0.1702,1.2097478635651435,0.1,0.986,13.1915
True,False,True,LTC-USD,0.6826,10.0,20,500,0.06827567747435748,0.5124,-0.1702,1.4887570541353363,0.2,0.9585,12.8243
True,False,True,LTC-USD,0.6292,50.0,20,500,0.08561080688666134,0.4591,-0.1702,1.368289060105791,0.2,0.9585,12.8243
True,False,False,LTC-USD,0.5623,100.0,20,500,0.11197424614071017,0.3921,-0.1702,1.216095637276819,0.2,0.9585,12.8243
True,False,False,XRP-USD,0.348,10.0,1,595,0.17890165583419737,1.0025,0.6545,0.9195589021143865,0.0,1.0,47.8042
True,False,False,XRP-USD,0.2018,50.0,1,595,0.3002888500364026,0.8563,0.6545,0.5235699308751891,0.0,1.0,47.8042
True,False,False,XRP-USD,0.0184,100.0,1,595,0.4815640725109034,0.6729,0.6545,0.0462284774347583,0.0,1.0,47.8042
True,False,False,XRP-USD,0.3485,10.0,1,595,0.17850955643120625,1.003,0.6545,0.9210599799226235,0.025,0.9995,47.7786
True,False,False,XRP-USD,0.2024,50.0,1,595,0.29973243579830977,0.8569,0.6545,0.5251702104792083,0.025,0.9995,47.7786
True,False,False,XRP-USD,0.019,100.0,1,595,0.4808982920911544,0.6736,0.6545,0.047899190947989084,0.025,0.9995,47.7786
True,False,False,XRP-USD,0.3475,10.0,1,595,0.17921904610998285,1.002,0.6545,0.9183453496985954,0.05,0.9983,47.7225
True,False,False,XRP-USD,0.2015,50.0,1,595,0.3004778340609764,0.8561,0.6545,0.5230267069648439,0.05,0.9983,47.7225
True,False,False,XRP-USD,0.0185,100.0,1,595,0.4814777412304323,0.673,0.6545,0.04644511030505547,0.05,0.9983,47.7225
True,False,False,XRP-USD,0.3478,10.0,1,595,0.1788466285861503,1.0023,0.6545,0.9197694384192935,0.1,0.9901,47.3295
True,False,False,XRP-USD,0.2031,50.0,1,595,0.2989269254800466,0.8576,0.6545,0.5274892913525127,0.1,0.9901,47.3295
True,False,False,XRP-USD,0.0215,100.0,1,595,0.47840173661957375,0.676,0.6545,0.05416529175429091,0.1,0.9901,47.3295
True,False,False,XRP-USD,0.3561,10.0,1,595,0.16752834581591824,1.0107,0.6545,0.9639785269276543,0.2,0.9524,45.5265
True,False,False,XRP-USD,0.218,50.0,1,595,0.2807308713194303,0.8726,0.6545,0.5806716938869887,0.2,0.9524,45.5265
True,False,False,XRP-USD,0.0446,100.0,1,595,0.45405705113758166,0.6991,0.6545,0.11541763422720519,0.2,0.9524,45.5265
True,False,True,XRP-USD,0.4788,10.0,5,575,0.09913552112142732,1.0577,0.5789,1.2864930516229724,0.0,1.0,36.2687
True,False,False,XRP-USD,0.3672,50.0,5,575,0.16444998199841243,0.9461,0.5789,0.9763320063196339,0.0,1.0,36.2687
True,False,False,XRP-USD,0.2266,100.0,5,575,0.2771837107327204,0.8056,0.5789,0.5912283624219585,0.0,1.0,36.2687
True,False,True,XRP-USD,0.4796,10.0,5,575,0.09868802210434113,1.0585,0.5789,1.2890634060469826,0.025,0.9993,36.2442
True,False,False,XRP-USD,0.368,50.0,5,575,0.1637952497693913,0.947,0.5789,0.9789787090371186,0.025,0.9993,36.2442
True,False,False,XRP-USD,0.2276,100.0,5,575,0.2762809350468842,0.8065,0.5789,0.5939256085647858,0.025,0.9993,36.2442
True,False,True,XRP-USD,0.48,10.0,5,575,0.0984753796624882,1.0589,0.5789,1.2902877765742193,0.05,0.9978,36.1898
True,False,False,XRP-USD,0.3686,50.0,5,575,0.16337804707670212,0.9476,0.5789,0.9806688006420192,0.05,0.9978,36.1898
True,False,False,XRP-USD,0.2284,100.0,5,575,0.2755424514530582,0.8073,0.5789,0.5961352115755792,0.05,0.9978,36.1898
True,False,True,XRP-USD,0.4965,10.0,5,575,0.09009760968255187,1.0754,0.5789,1.340154196197262,0.1,0.9891,35.873
True,False,False,XRP-USD,0.3858,50.0,5,575,0.15151185212283447,0.9647,0.5789,1.0299708187903238,0.1,0.9891,35.873
True,False,False,XRP-USD,0.2463,100.0,5,575,0.25955549578702153,0.8252,0.5789,0.6447163921377189,0.1,0.9891,35.873
True,False,True,XRP-USD,0.5008,10.0,5,575,0.08850837860668181,1.0797,0.5789,1.3499975859794446,0.2,0.9569,34.7056
True,False,False,XRP-USD,0.3938,50.0,5,575,0.14676846572645896,0.9727,0.5789,1.0503941558874301,0.2,0.9569,34.7056
True,False,False,XRP-USD,0.2589,100.0,5,575,0.24900972979847813,0.8378,0.5789,0.6776092815549781,0.2,0.9569,34.7056
True,False,False,XRP-USD,0.5463,10.0,10,550,0.12198370325378483,1.0646,0.5183,1.1651274513628394,0.0,1.0,29.6009
True,False,False,XRP-USD,0.4429,50.0,10,550,0.1753642096214867,0.9612,0.5183,0.9331773267568212,0.0,1.0,29.6009
True,False,False,XRP-USD,0.3132,100.0,10,550,0.2583352127110172,0.8316,0.5183,0.6484863672928024,0.0,1.0,29.6009
True,False,False,XRP-USD,0.5463,10.0,10,550,0.12196558127601542,1.0647,0.5183,1.1652170085280544,0.025,1.0,29.6009
True,False,False,XRP-USD,0.443,50.0,10,550,0.17533828968593546,0.9613,0.5183,0.9332777514111483,0.025,1.0,29.6009
True,False,False,XRP-USD,0.3133,100.0,10,550,0.2583004408966424,0.8316,0.5183,0.6485939271841912,0.025,1.0,29.6009
True,False,False,XRP-USD,0.5468,10.0,10,550,0.12179986775920792,1.0652,0.5183,1.166036383496067,0.05,0.9952,29.4602
True,False,False,XRP-USD,0.4439,50.0,10,550,0.17486418323249375,0.9622,0.5183,0.9351163013716826,0.05,0.9952,29.4602
True,False,False,XRP-USD,0.3148,100.0,10,550,0.257313300263029,0.8331,0.5183,0.6516505952993406,0.05,0.9952,29.4602
True,False,False,XRP-USD,0.5468,10.0,10,550,0.12179986775920792,1.0652,0.5183,1.166036383496067,0.1,0.9952,29.4602
True,False,False,XRP-USD,0.4439,50.0,10,550,0.17486418323249375,0.9622,0.5183,0.9351163013716826,0.1,0.9952,29.4602
True,False,False,XRP-USD,0.3148,100.0,10,550,0.257313300263029,0.8331,0.5183,0.6516505952993406,0.1,0.9952,29.4602
True,False,False,XRP-USD,0.5514,10.0,10,550,0.11949742973292277,1.0698,0.5183,1.1775028530059128,0.2,0.9683,28.6622
True,False,False,XRP-USD,0.4514,50.0,10,550,0.17044213203436576,0.9697,0.5183,0.9524195192984404,0.2,0.9683,28.6622
True,False,False,XRP-USD,0.3259,100.0,10,550,0.24954920691826277,0.8442,0.5183,0.6759090147793616,0.2,0.9683,28.6622
True,False,False,XRP-USD,0.4985,10.0,15,525,0.14771515873569174,1.0793,0.5808,1.046283161162592,0.0,1.0,25.3092
True,False,False,XRP-USD,0.4078,50.0,15,525,0.19885371164078725,0.9887,0.5808,0.8457227598339523,0.0,1.0,25.3092
True,False,False,XRP-USD,0.2943,100.0,15,525,0.2742257350609669,0.8751,0.5808,0.6000821768980225,0.0,1.0,25.3092
