BEATS_delta_sharpe,BEATS_p005,BEATS_p010,coin,delta_sharpe_ann,fee_bps,horizon,n_periods,p_value_one_sided,sharpe_active_ann,sharpe_baseline_ann,t_stat,threshold,turnover_ratio_vs_raw,turnover_total
True,False,False,XRP-USD,0.4893,10.0,15,525,0.15087570362397673,1.0701,0.5808,1.0326848466018592,0.025,0.9991,25.2862
True,False,False,XRP-USD,0.3987,50.0,15,525,0.20289456687417606,0.9795,0.5808,0.8313266317039523,0.025,0.9991,25.2862
True,False,False,XRP-USD,0.2853,100.0,15,525,0.2793348579776326,0.8661,0.5808,0.5848185708524887,0.025,0.9991,25.2862
True,False,False,XRP-USD,0.4893,10.0,15,525,0.15087570362397673,1.0701,0.5808,1.0326848466018592,0.05,0.9991,25.2862
True,False,False,XRP-USD,0.3987,50.0,15,525,0.20289456687417606,0.9795,0.5808,0.8313266317039523,0.05,0.9991,25.2862
True,False,False,XRP-USD,0.2853,100.0,15,525,0.2793348579776326,0.8661,0.5808,0.5848185708524887,0.05,0.9991,25.2862
True,False,False,XRP-USD,0.4929,10.0,15,525,0.14918641156297685,1.0737,0.5808,1.0399291397429666,0.1,0.9873,24.9873
True,False,False,XRP-USD,0.4034,50.0,15,525,0.20021835995781556,0.9842,0.5808,0.8408415263128438,0.1,0.9873,24.9873
True,False,False,XRP-USD,0.2913,100.0,15,525,0.27525709379659746,0.8721,0.5808,0.5969898045431495,0.1,0.9873,24.9873
True,False,False,XRP-USD,0.5007,10.0,15,525,0.14474808811374118,1.0815,0.5808,1.059227516637721,0.2,0.9639,24.395
True,False,False,XRP-USD,0.4133,50.0,15,525,0.19379628213216726,0.9941,0.5808,0.8639914921512674,0.2,0.9639,24.395
True,False,False,XRP-USD,0.3038,100.0,15,525,0.2660845214594384,0.8846,0.5808,0.624698370339358,0.2,0.9639,24.395
True,False,True,XRP-USD,0.7336,10.0,20,500,0.07305865353415641,1.3266,0.593,1.4533834928911198,0.0,1.0,21.8794
True,False,False,XRP-USD,0.6501,50.0,20,500,0.10097072997662249,1.2431,0.593,1.2760397725736239,0.0,1.0,21.8794
True,False,False,XRP-USD,0.5453,100.0,20,500,0.14537377541279306,1.1383,0.593,1.0564831155291918,0.0,1.0,21.8794
True,False,True,XRP-USD,0.7336,10.0,20,500,0.07305865353415641,1.3266,0.593,1.4533834928911198,0.025,1.0,21.8794
True,False,False,XRP-USD,0.6501,50.0,20,500,0.10097072997662249,1.2431,0.593,1.2760397725736239,0.025,1.0,21.8794
True,False,False,XRP-USD,0.5453,100.0,20,500,0.14537377541279306,1.1383,0.593,1.0564831155291918,0.025,1.0,21.8794
True,False,True,XRP-USD,0.7336,10.0,20,500,0.07305865353415641,1.3266,0.593,1.4533834928911198,0.05,1.0,21.8794
True,False,False,XRP-USD,0.6501,50.0,20,500,0.10097072997662249,1.2431,0.593,1.2760397725736239,0.05,1.0,21.8794
True,False,False,XRP-USD,0.5453,100.0,20,500,0.14537377541279306,1.1383,0.593,1.0564831155291918,0.05,1.0,21.8794
True,False,True,XRP-USD,0.7339,10.0,20,500,0.07295692056313574,1.3269,0.593,1.4541171083004587,0.1,0.989,21.6379
True,False,False,XRP-USD,0.6512,50.0,20,500,0.10047033558563756,1.2442,0.593,1.2788761538344395,0.1,0.989,21.6379
True,False,False,XRP-USD,0.5476,100.0,20,500,0.14417513924968417,1.1405,0.593,1.0617476117111815,0.1,0.989,21.6379
True,False,True,XRP-USD,0.737,10.0,20,500,0.07209861512099514,1.3299,0.593,1.460337901811272,0.2,0.989,21.6379
True,False,True,XRP-USD,0.6543,50.0,20,500,0.09937605564883101,1.2473,0.593,1.2851149694214394,0.2,0.989,21.6379
True,False,False,XRP-USD,0.5506,100.0,20,500,0.14277033437231745,1.1436,0.593,1.0679553154157784,0.2,0.989,21.6379
True,False,False,ADA-USD,0.3023,10.0,1,595,0.3016349170717165,0.2713,-0.031,0.5197040923741201,0.0,1.0,29.0441
True,False,False,ADA-USD,0.1948,50.0,1,595,0.36985702059828673,0.1638,-0.031,0.33223205437330855,0.0,1.0,29.0441
True,False,False,ADA-USD,0.0605,100.0,1,595,0.45936353787579165,0.0295,-0.031,0.10203729081653988,0.0,1.0,29.0441
True,False,False,ADA-USD,0.3059,10.0,1,595,0.2993183558036385,0.2749,-0.031,0.5263620017861276,0.025,0.9976,28.9745
True,False,False,ADA-USD,0.1986,50.0,1,595,0.3672793930241932,0.1676,-0.031,0.3390676260024123,0.025,0.9976,28.9745
True,False,False,ADA-USD,0.0647,100.0,1,595,0.45656980246911927,0.0336,-0.031,0.10907928509537877,0.025,0.9976,28.9745
True,False,False,ADA-USD,0.3038,10.0,1,595,0.3005205732145063,0.2728,-0.031,0.5229038770826338,0.05,0.9976,28.9745
True,False,False,ADA-USD,0.1966,50.0,1,595,0.3685641484758233,0.1656,-0.031,0.335658642019666,0.05,0.9976,28.9745
True,False,False,ADA-USD,0.0627,100.0,1,595,0.45789011813275937,0.0317,-0.031,0.10575059513478141,0.05,0.9976,28.9745
True,False,False,ADA-USD,0.3326,10.0,1,595,0.2715762535466768,0.3016,-0.031,0.608052722297907,0.1,0.9678,28.1086
True,False,False,ADA-USD,0.2289,50.0,1,595,0.3390372260962816,0.1979,-0.031,0.4150921413084578,0.1,0.9678,28.1086
True,False,False,ADA-USD,0.0993,100.0,1,595,0.4294107569717891,0.0682,-0.031,0.17787453002177553,0.1,0.9678,28.1086
True,False,False,ADA-USD,0.3371,10.0,1,595,0.2689574471006315,0.3061,-0.031,0.6159691298596197,0.2,0.9279,26.9486
True,False,False,ADA-USD,0.2374,50.0,1,595,0.33342253076904504,0.2064,-0.031,0.43048199462084885,0.2,0.9279,26.9486
True,False,False,ADA-USD,0.1128,100.0,1,595,0.4198647073127302,0.0818,-0.031,0.20223960223311013,0.2,0.9279,26.9486
False,False,False,ADA-USD,-0.002,10.0,5,575,0.5012335381596478,-0.1644,-0.1624,-0.0030920265557550205,0.0,1.0,24.8445
False,False,False,ADA-USD,-0.0898,50.0,5,575,0.5555566109937622,-0.2523,-0.1624,-0.1397129704196202,0.0,1.0,24.8445
False,False,False,ADA-USD,-0.1991,100.0,5,575,0.6210499802428538,-0.3615,-0.1624,-0.3082395769300296,0.0,1.0,24.8445
False,False,False,ADA-USD,-0.0026,10.0,5,575,0.501591224184206,-0.165,-0.1624,-0.003988618107252403,0.025,0.9986,24.8095
False,False,False,ADA-USD,-0.0903,50.0,5,575,0.5558328551448213,-0.2527,-0.1624,-0.14041223724906715,0.025,0.9986,24.8095
False,False,False,ADA-USD,-0.1994,100.0,5,575,0.6212221704546219,-0.3618,-0.1624,-0.30869222452877904,0.025,0.9986,24.8095
False,False,False,ADA-USD,-0.0019,10.0,5,575,0.5011780633084963,-0.1643,-0.1624,-0.002952971090046959,0.05,0.9964,24.7562
False,False,False,ADA-USD,-0.0895,50.0,5,575,0.5553278779929897,-0.2519,-0.1624,-0.13913402199880856,0.05,0.9964,24.7562
False,False,False,ADA-USD,-0.1984,100.0,5,575,0.6206208259169125,-0.3609,-0.1624,-0.3071117056414487,0.05,0.9964,24.7562
False,False,False,ADA-USD,-0.002,10.0,5,575,0.5012663272793837,-0.1645,-0.1624,-0.0031742170938173155,0.1,0.9922,24.6498
False,False,False,ADA-USD,-0.0892,50.0,5,575,0.5551828071157505,-0.2517,-0.1624,-0.1387668558076543,0.1,0.9922,24.6498
False,False,False,ADA-USD,-0.1977,100.0,5,575,0.620204144153595,-0.3602,-0.1624,-0.3060169875036919,0.1,0.9922,24.6498
False,False,False,ADA-USD,-0.0104,10.0,5,575,0.506509029982665,-0.1729,-0.1624,-0.016316442543739144,0.2,0.9313,23.1376
False,False,False,ADA-USD,-0.0921,50.0,5,575,0.5570048708711117,-0.2546,-0.1624,-0.1433797710569223,0.2,0.9313,23.1376
False,False,False,ADA-USD,-0.1937,100.0,5,575,0.6179249129473277,-0.3561,-0.1624,-0.30003537299675664,0.2,0.9313,23.1376
True,False,False,ADA-USD,0.2262,10.0,10,550,0.3655501119038842,-0.0115,-0.2377,0.34366235659598565,0.0,1.0,21.7355
True,False,False,ADA-USD,0.1472,50.0,10,550,0.4117682756209633,-0.0905,-0.2377,0.22299865764916615,0.0,1.0,21.7355
True,False,False,ADA-USD,0.0487,100.0,10,550,0.47071561887789615,-0.189,-0.2377,0.07347110378016244,0.0,1.0,21.7355
True,False,False,ADA-USD,0.2259,10.0,10,550,0.3657142893418207,-0.0118,-0.2377,0.3432258239148446,0.025,1.0,21.7355
True,False,False,ADA-USD,0.1469,50.0,10,550,0.41194032815342296,-0.0908,-0.2377,0.22255655003527308,0.025,1.0,21.7355
True,False,False,ADA-USD,0.0484,100.0,10,550,0.4708943150105941,-0.1893,-0.2377,0.07302197581388485,0.025,1.0,21.7355
True,False,False,ADA-USD,0.2271,10.0,10,550,0.3650699928539798,-0.0106,-0.2377,0.3449393251379334,0.05,0.9908,21.5353
True,False,False,ADA-USD,0.1488,50.0,10,550,0.4108545299231985,-0.089,-0.2377,0.22534735896554942,0.05,0.9908,21.5353
True,False,False,ADA-USD,0.0511,100.0,10,550,0.4692487432193283,-0.1866,-0.2377,0.07715846096478071,0.05,0.9908,21.5353
True,False,False,ADA-USD,0.2219,10.0,10,550,0.3680994876786621,-0.0158,-0.2377,0.33689112569297563,0.1,0.9594,20.8522
True,False,False,ADA-USD,0.1459,50.0,10,550,0.41257724869002466,-0.0918,-0.2377,0.2209202915477579,0.1,0.9594,20.8522
True,False,False,ADA-USD,0.0512,100.0,10,550,0.46920107462603233,-0.1865,-0.2377,0.07727830517278989,0.1,0.9594,20.8522
True,False,False,ADA-USD,0.2219,10.0,10,550,0.3681151118734206,-0.0158,-0.2377,0.33684967518960907,0.2,0.9268,20.1444
True,False,False,ADA-USD,0.1486,50.0,10,550,0.41103207382044593,-0.0892,-0.2377,0.2248909014000114,0.2,0.9268,20.1444
True,False,False,ADA-USD,0.0572,100.0,10,550,0.46563742792673635,-0.1805,-0.2377,0.08624097856110353,0.2,0.9268,20.1444
True,False,False,ADA-USD,0.371,10.0,15,525,0.27180554722286476,0.1494,-0.2216,0.6073614069427739,0.0,1.0,14.4713
True,False,False,ADA-USD,0.3111,50.0,15,525,0.30611320702641376,0.0895,-0.2216,0.5068979643801994,0.0,1.0,14.4713
True,False,False,ADA-USD,0.2361,100.0,15,525,0.3511063534536769,0.0146,-0.2216,0.3823352561160902,0.0,1.0,14.4713
True,False,False,ADA-USD,0.371,10.0,15,525,0.27180554722286476,0.1494,-0.2216,0.6073614069427739,0.025,1.0,14.4713
True,False,False,ADA-USD,0.3111,50.0,15,525,0.30611320702641376,0.0895,-0.2216,0.5068979643801994,0.025,1.0,14.4713
True,False,False,ADA-USD,0.2361,100.0,15,525,0.3511063534536769,0.0146,-0.2216,0.3823352561160902,0.025,1.0,14.4713
True,False,False,ADA-USD,0.3718,10.0,15,525,0.271452877921027,0.1502,-0.2216,0.6084248173381838,0.05,0.9946,14.3929
True,False,False,ADA-USD,0.3121,50.0,15,525,0.3055857851906958,0.0905,-0.2216,0.5084018290008537,0.05,0.9946,14.3929
True,False,False,ADA-USD,0.2375,100.0,15,525,0.3503456743101979,0.0159,-0.2216,0.3843873855435837,0.05,0.9946,14.3929
True,False,False,ADA-USD,0.2937,10.0,15,525,0.3112543577487239,0.0721,-0.2216,0.4922979692877099,0.1,0.969,14.0228
True,False,False,ADA-USD,0.2356,50.0,15,525,0.3471495567859204,0.0141,-0.2216,0.39302757686505707,0.1,0.969,14.0228
True,False,False,ADA-USD,0.1631,100.0,15,525,0.39352719501418565,-0.0585,-0.2216,0.2701376082905716,0.1,0.969,14.0228
True,False,False,ADA-USD,0.3518,10.0,15,525,0.2687957488223671,0.1302,-0.2216,0.6164591912178025,0.2,0.9588,13.8754
True,False,False,ADA-USD,0.2947,50.0,15,525,0.30370748947589643,0.0731,-0.2216,0.5137668906214969,0.2,0.9588,13.8754
True,False,False,ADA-USD,0.2232,100.0,15,525,0.3495396102783245,0.0017,-0.2216,0.3865637206247057,0.2,0.9588,13.8754
True,False,False,ADA-USD,0.5882,10.0,20,500,0.17916089566940796,0.3724,-0.2157,0.918567588643594,0.0,1.0,13.3336
True,False,False,ADA-USD,0.5299,50.0,20,500,0.20490544158547208,0.3142,-0.2157,0.824226480961313,0.0,1.0,13.3336
True,False,False,ADA-USD,0.4569,100.0,20,500,0.23995298339646887,0.2412,-0.2157,0.7064538113751364,0.0,1.0,13.3336
True,False,False,ADA-USD,0.5882,10.0,20,500,0.17914874574998996,0.3725,-0.2157,0.918614028850292,0.025,0.9951,13.2689
True,False,False,ADA-USD,0.5303,50.0,20,500,0.20477652816844238,0.3145,-0.2157,0.8246804101760044,0.025,0.9951,13.2689
True,False,False,ADA-USD,0.4576,100.0,20,500,0.23965259433228947,0.2419,-0.2157,0.707420520013958,0.025,0.9951,13.2689
True,False,False,ADA-USD,0.5884,10.0,20,500,0.179088167976017,0.3727,-0.2157,0.9188456027005918,0.05,0.9951,13.2689
True,False,False,ADA-USD,0.5304,50.0,20,500,0.20471039360081922,0.3147,-0.2157,0.8249133488110102,0.05,0.9951,13.2689
True,False,False,ADA-USD,0.4577,100.0,20,500,0.23958006812901578,0.242,-0.2157,0.7076540220858643,0.05,0.9951,13.2689
True,False,False,ADA-USD,0.5781,10.0,20,500,0.1834300604237169,0.3624,-0.2157,0.9023704351904129,0.1,0.9808,13.0776
True,False,False,ADA-USD,0.521,50.0,20,500,0.2090296639539464,0.3053,-0.2157,0.8097927017092785,0.1,0.9808,13.0776
True,False,False,ADA-USD,0.4493,100.0,20,500,0.2437624336736508,0.2336,-0.2157,0.694250915316271,0.1,0.9808,13.0776
True,False,False,ADA-USD,0.3981,10.0,20,500,0.2555939667552247,0.1824,-0.2157,0.6569890869989102,0.2,0.9396,12.5278
True,False,False,ADA-USD,0.3437,50.0,20,500,0.286226334005651,0.1279,-0.2157,0.5644430201946522,0.2,0.9396,12.5278
True,False,False,ADA-USD,0.2755,100.0,20,500,0.32657762144091473,0.0598,-0.2157,0.44938320756219985,0.2,0.9396,12.5278
True,False,True,DOT-USD,0.7236,10.0,1,595,0.08900663111899121,0.1667,-0.5569,1.3468974521426866,0.0,1.0,22.7916
True,False,False,DOT-USD,0.6319,50.0,1,595,0.12110584916623812,0.075,-0.5569,1.1694765139311085,0.0,1.0,22.7916
True,False,False,DOT-USD,0.5171,100.0,1,595,0.17158799195341867,-0.0398,-0.5569,0.9479086049804255,0.0,1.0,22.7916
True,False,True,DOT-USD,0.7231,10.0,1,595,0.08914590240164066,0.1662,-0.5569,1.346033215468023,0.025,0.9984,22.7556
True,False,False,DOT-USD,0.6316,50.0,1,595,0.12121602349986849,0.0747,-0.5569,1.1689294748139274,0.025,0.9984,22.7556
True,False,False,DOT-USD,0.5169,100.0,1,595,0.1716305037996657,-0.0399,-0.5569,0.947741619389421,0.025,0.9984,22.7556
True,False,True,DOT-USD,0.7243,10.0,1,595,0.08878306627355681,0.1675,-0.5569,1.3482868730057518,0.05,0.9943,22.6612
True,False,False,DOT-USD,0.6332,50.0,1,595,0.12061629463275203,0.0763,-0.5569,1.1719115005330676,0.05,0.9943,22.6612
True,False,False,DOT-USD,0.519,100.0,1,595,0.17064555188262043,-0.0378,-0.5569,0.9516173015130821,0.05,0.9943,22.6612
True,False,True,DOT-USD,0.7285,10.0,1,595,0.08771294310578659,0.1717,-0.5569,1.354973857784348,0.1,0.9789,22.31
True,False,False,DOT-USD,0.6388,50.0,1,595,0.11872172011363369,0.0819,-0.5569,1.1814010522298881,0.1,0.9789,22.31
True,False,False,DOT-USD,0.5264,100.0,1,595,0.16739623567356876,-0.0305,-0.5569,0.9645056615301091,0.1,0.9789,22.31
True,False,True,DOT-USD,0.6258,10.0,1,595,0.09716925493958328,0.069,-0.5569,1.2978510894115247,0.2,0.9018,20.5527
True,False,False,DOT-USD,0.544,50.0,1,595,0.13100753206300308,-0.0129,-0.5569,1.121641111816856,0.2,0.9018,20.5527
True,False,False,DOT-USD,0.4415,100.0,1,595,0.18363605453886567,-0.1154,-0.5569,0.901594885156618,0.2,0.9018,20.5527
True,False,False,DOT-USD,0.4481,10.0,5,575,0.20031548550883393,-0.2089,-0.657,0.8404948801588304,0.0,1.0,16.1555
True,False,False,DOT-USD,0.3881,50.0,5,575,0.23392282377360107,-0.2689,-0.657,0.7259887821421617,0.0,1.0,16.1555
True,False,False,DOT-USD,0.313,100.0,5,575,0.279998202843743,-0.344,-0.657,0.5828468460543995,0.0,1.0,16.1555
True,False,False,DOT-USD,0.4491,10.0,5,575,0.19979632333418684,-0.2079,-0.657,0.8423489720590015,0.025,0.9984,16.13
True,False,False,DOT-USD,0.3892,50.0,5,575,0.23330153982345325,-0.2678,-0.657,0.7280171637151929,0.025,0.9984,16.13
True,False,False,DOT-USD,0.3142,100.0,5,575,0.27924315917600684,-0.3427,-0.657,0.585091314951306,0.025,0.9984,16.13
True,False,False,DOT-USD,0.4486,10.0,5,575,0.20004711518825014,-0.2084,-0.657,0.8414529540723412,0.05,0.9984,16.13
True,False,False,DOT-USD,0.3887,50.0,5,575,0.23357732572236634,-0.2683,-0.657,0.7271164025930502,0.05,0.9984,16.13
True,False,False,DOT-USD,0.3137,100.0,5,575,0.27954708540104556,-0.3432,-0.657,0.5841874995250809,0.05,0.9984,16.13
True,False,False,DOT-USD,0.4838,10.0,5,575,0.18155118658640845,-0.1732,-0.657,0.9094694566971945,0.1,0.9709,15.6857
True,False,False,DOT-USD,0.4246,50.0,5,575,0.21312820590709336,-0.2324,-0.657,0.7956140256954245,0.1,0.9709,15.6857
True,False,False,DOT-USD,0.3505,100.0,5,575,0.2567681003690836,-0.3065,-0.657,0.6533414114557323,0.1,0.9709,15.6857
True,False,False,DOT-USD,0.4683,10.0,5,575,0.18894813426846757,-0.1887,-0.657,0.8817791136879652,0.2,0.875,14.136
True,False,False,DOT-USD,0.4148,50.0,5,575,0.21826166351814802,-0.2421,-0.657,0.778077498555754,0.2,0.875,14.136
True,False,False,DOT-USD,0.3479,100.0,5,575,0.25826479595027774,-0.3091,-0.657,0.6487041957299655,0.2,0.875,14.136
True,False,False,DOT-USD,0.382,10.0,10,550,0.24752328438136473,-0.4153,-0.7973,0.6823042776541188,0.0,1.0,20.3038
True,False,False,DOT-USD,0.3029,50.0,10,550,0.29527449062921807,-0.4944,-0.7973,0.538040655359892,0.0,1.0,20.3038
True,False,False,DOT-USD,0.2041,100.0,10,550,0.3595879860748381,-0.5931,-0.7973,0.35956030590426374,0.0,1.0,20.3038
True,False,False,DOT-USD,0.3823,10.0,10,550,0.24734968150662628,-0.415,-0.7973,0.6828535892782095,0.025,0.9945,20.1919
True,False,False,DOT-USD,0.3036,50.0,10,550,0.29482069200805283,-0.4936,-0.7973,0.539355784314713,0.025,0.9945,20.1919
True,False,False,DOT-USD,0.2054,100.0,10,550,0.35874043206024586,-0.5918,-0.7973,0.36182760223079824,0.025,0.9945,20.1919
True,False,False,DOT-USD,0.3823,10.0,10,550,0.24734968150662628,-0.415,-0.7973,0.6828535892782095,0.05,0.9945,20.1919
True,False,False,DOT-USD,0.3036,50.0,10,550,0.29482069200805283,-0.4936,-0.7973,0.539355784314713,0.05,0.9945,20.1919
True,False,False,DOT-USD,0.2054,100.0,10,550,0.35874043206024586,-0.5918,-0.7973,0.36182760223079824,0.05,0.9945,20.1919
True,False,False,DOT-USD,0.3855,10.0,10,550,0.24558941993177041,-0.4118,-0.7973,0.688435079008873,0.1,0.9786,19.8697
True,False,False,DOT-USD,0.3081,50.0,10,550,0.2921113539717939,-0.4892,-0.7973,0.5472271178319802,0.1,0.9786,19.8697
True,False,False,DOT-USD,0.2114,100.0,10,550,0.3547824886893953,-0.5859,-0.7973,0.3724404022434902,0.1,0.9786,19.8697
True,False,False,DOT-USD,0.3908,10.0,10,550,0.24253190837764693,-0.4064,-0.7973,0.6981813044958403,0.2,0.9378,19.0406
True,False,False,DOT-USD,0.3166,50.0,10,550,0.2868639179599831,-0.4807,-0.7973,0.5625698373067712,0.2,0.9378,19.0406
True,False,False,DOT-USD,0.2238,100.0,10,550,0.34656677917163015,-0.5734,-0.7973,0.39460617132699505,0.2,0.9378,19.0406
True,False,False,DOT-USD,0.5555,10.0,15,525,0.1781279422646036,-0.2515,-0.807,0.9225229125440534,0.0,1.0,14.5874
True,False,False,DOT-USD,0.4895,50.0,15,525,0.20976118667426946,-0.3175,-0.807,0.8072501579024606,0.0,1.0,14.5874
True,False,False,DOT-USD,0.4073,100.0,15,525,0.2529278863224095,-0.3997,-0.807,0.6653044692026314,0.0,1.0,14.5874
True,False,False,DOT-USD,0.5556,10.0,15,525,0.17808168292168436,-0.2514,-0.807,0.9227003837033099,0.025,1.0,14.5874
True,False,False,DOT-USD,0.4896,50.0,15,525,0.20970829623512688,-0.3174,-0.807,0.8074338133918975,0.025,1.0,14.5874
True,False,False,DOT-USD,0.4074,100.0,15,525,0.252866541838902,-0.3995,-0.807,0.6654963400799924,0.025,1.0,14.5874
True,False,False,DOT-USD,0.5556,10.0,15,525,0.1780918189047549,-0.2514,-0.807,0.9226614951338201,0.05,0.9958,14.5258
True,False,False,DOT-USD,0.4898,50.0,15,525,0.20957707871961295,-0.3172,-0.807,0.8078895675828969,0.05,0.9958,14.5258
True,False,False,DOT-USD,0.408,100.0,15,525,0.2525302909135648,-0.3989,-0.807,0.6665484881872744,0.05,0.9958,14.5258
True,False,False,DOT-USD,0.5537,10.0,15,525,0.17924183294582063,-0.2533,-0.807,0.9182582754979237,0.1,0.9689,14.1335
True,False,False,DOT-USD,0.4897,50.0,15,525,0.2099311605346752,-0.3172,-0.807,0.8066601290117844,0.1,0.9689,14.1335
True,False,False,DOT-USD,0.4102,100.0,15,525,0.2516802223252399,-0.3968,-0.807,0.6692116987299533,0.1,0.9689,14.1335
True,False,False,DOT-USD,0.5893,10.0,15,525,0.15751347565628304,-0.2176,-0.807,1.0047298485693448,0.2,0.8806,12.846
True,False,False,DOT-USD,0.5312,50.0,15,525,0.18412391681456275,-0.2758,-0.807,0.8997602851439807,0.2,0.8806,12.846
True,False,False,DOT-USD,0.4588,100.0,15,525,0.22058964398746195,-0.3481,-0.807,0.7702033315671949,0.2,0.8806,12.846
True,False,True,DOT-USD,0.8607,10.0,20,500,0.08491124108222725,0.0125,-0.8482,1.3727744302136906,0.0,1.0,9.8273
True,False,True,DOT-USD,0.8131,50.0,20,500,0.09805124908442364,-0.0351,-0.8482,1.2927356648503232,0.0,1.0,9.8273
True,False,False,DOT-USD,0.7536,100.0,20,500,0.11659306991872453,-0.0946,-0.8482,1.1921915656214406,0.0,1.0,9.8273
True,False,True,DOT-USD,0.8604,10.0,20,500,0.08497028160685716,0.0122,-0.8482,1.3723948154845977,0.025,1.0,9.8273
True,False,True,DOT-USD,0.8128,50.0,20,500,0.09811809150586581,-0.0354,-0.8482,1.2923493666785209,0.025,1.0,9.8273
True,False,False,DOT-USD,0.7533,100.0,20,500,0.11667042772339298,-0.0949,-0.8482,1.191796992220531,0.025,1.0,9.8273
True,False,True,DOT-USD,0.8604,10.0,20,500,0.08497028160685716,0.0122,-0.8482,1.3723948154845977,0.05,1.0,9.8273
True,False,True,DOT-USD,0.8128,50.0,20,500,0.09811809150586581,-0.0354,-0.8482,1.2923493666785209,0.05,1.0,9.8273
True,False,False,DOT-USD,0.7533,100.0,20,500,0.11667042772339298,-0.0949,-0.8482,1.191796992220531,0.05,1.0,9.8273
True,False,True,DOT-USD,0.8571,10.0,20,500,0.08613154277026625,0.0089,-0.8482,1.3649680710544962,0.1,0.9839,9.6694
True,False,True,DOT-USD,0.8104,50.0,20,500,0.0991624657840664,-0.0379,-0.8482,1.286338557419978,0.1,0.9839,9.6694
True,False,False,DOT-USD,0.7519,100.0,20,500,0.1175030858063616,-0.0963,-0.8482,1.1875616062822443,0.1,0.9839,9.6694
True,False,True,DOT-USD,0.8717,10.0,20,500,0.08276570994799504,0.0235,-0.8482,1.3867060340421178,0.2,0.9498,9.3337
True,False,True,DOT-USD,0.8266,50.0,20,500,0.09499423294327847,-0.0216,-0.8482,1.3106132337999563,0.2,0.9498,9.3337
True,False,False,DOT-USD,0.7701,100.0,20,500,0.11219048868820614,-0.0781,-0.8482,1.2149609711564806,0.2,0.9498,9.3337
